Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Grethe,Berge,Hauglunden 1,Andreassund,8234,Norge,NO,19750221-9388,+47,33853863,1975-02-21,True
Grethe,Eliassen,Liemarka 5,Gundersen,0555,Norge,NO,19950417-1884,+47,98895949,1995-04-17,True
Mario,Cobb,James Ridge 9436,Lake Jeremyside,35728,Danmark,DK,19971212-0340,45,(999)906-4647x5642,1997-12-12,True
Vivianne,Nyman,Kvarngatan 59,Sundsvall,28990,Sverige,SE,19480206-1556,+46,0596-68 22 23,1948-02-06,True
Ingeborg,Sørensen,Mathisenskogen 564,Andreassen,9224,Norge,NO,19760712-8067,+47,25 10 32 88,1976-07-12,True
Trond,Eide,Rønningroa 3,Andresen,0386,Norge,NO,19771210-5945,+47,484 69 935,1977-12-10,True
Malin,Andersson,Ringstigen 936,Trollhättan,85195,Sverige,SE,19960826-7259,+46,035-440 54 98,1996-08-26,True
Ismo,Tanskanen,Runokylänpolku 814,Rauma,22230,Finland,FI,19590628-577T,+358,+358029800482,1959-06-28,True
Anette,Johansen,Haugegata 1D,Hansen,2285,Norge,NO,20001121-5074,+47,27895759,2000-11-21,True
Bengt,Werner,Idrottsgränd 4,Luleå,54054,Sverige,SE,19510718-7675,+46,062-11 56 75,1951-07-18,True
Kirsten,Dahl,Evensenhagen 420,Eirikgrunn,5821,Norge,NO,19510316-4440,+47,09 56 82 39,1951-03-16,True
Juan,Vang,Julie Wall 3124,Whiteborough,91084,Danmark,DK,19850719-7282,+45,306.312.5260,1985-07-19,True
Jan,Eriksen,Tveitskrenten 35,Gundersen,1963,Norge,NO,19480906-6230,+47,43 80 71 08,1948-09-06,True
Tore,Rasmussen,Nielsenringen 2,Pålsand,3572,Norge,NO,19650729-0611,+47,40257218,1965-07-29,True
Magnus,Hagberg,Aspvägen 438,Örebro,29524,Sverige,SE,19660723-6006,+46,08-224 13 60,1966-07-23,True
Tor,Hellberg,Strandgatan 6,Piteå,70319,Sverige,SE,19521114-6011,46,08-339 21 32,1952-11-14,True
Siv,Lunde,Andreassenalléen 36,Mariannesund,1843,Norge,NO,19820721-6509,+47,64755878,1982-07-21,True
Ingvar,Malmqvist,Industrigränd 95,Sundsvall,80610,Sverige,SE,19610206-0592,+46,055-047 75 93,1961-02-06,True
Mikael,Sjöstedt,Trädgårdsstigen 775,Kristianstad,97424,Sverige,SE,19990820-5516,+46,+46 (0)53 74 64 66,1999-08-20,True
Andreas,Haugen,Henriksensvingen 6,Tveit,7412,Norge,NO,19780131-7216,+47,+47 37 80 31 16,1978-01-31,True
Fredrik,Eriksson,Aspgatan 923,Trelleborg,16980,Sverige,SE,19470217-6046,+46,08-864 18 18,1947-02-17,True
Jan,Johansson,Strandgatan 386,Örnsköldsvik,68563,Sverige,SE,19880604-3142,+46,08-683 131 27,1988-06-04,True
Henrik,Hansen,Nygatan 137,Piteå,94446,Sverige,SE,19790218-4657,+46,0710-243 20,1979-02-18,True
Abdullahi,Persson,Fabriksgränd 642,Luleå,49549,Sverige,SE,19431013-0605,+46,090-92 41 24,1943-10-13,True
Monica,Hinton,Brown Ridges 816,Lake Scott,33866,Danmark,DK,19421108-6206,+45,914.392.9558,1942-11-08,True
Karl,Andersson,Granstigen 20,Landskrona,72629,Sverige,SE,19600626-9096,+46,08-739 32 67,1960-06-26,True
Hans,Mathisen,Solheimlia 890,Gulbrandsen,8763,Norge,NO,19481109-4081,+47,452 67 184,1948-11-09,True
Susanne,Eriksson,Granvägen 878,Västerås,11414,Sverige,SE,19471102-2184,+46,+46 (0)8 075 558 59,1947-11-02,True
Gerd,Simonsen,Holmberget 8A,Toveø,7051,Norge,NO,20000318-4681,+47,40829051,2000-03-18,True
Sindre,Amundsen,Jørgensenberget 6,Eriksen,7191,Norge,NO,19520129-8829,+47,50329924,1952-01-29,True
Susanna,Danielsson,Strandtorget 9,Malmö,39935,Sverige,SE,19460319-4713,+46,0068-20 47 23,1946-03-19,True
Saga,Persson,Trädgårdsgatan 85,Umeå,33217,Sverige,SE,19811002-4331,+46,08-63 54 18,1981-10-02,True
Alexander,Jakobsen,Bakkenhøgda 212,Edvardsen,2172,Norge,NO,19851113-1903,+47,26404485,1985-11-13,True
Espen,Hauge,Martinsenskrenten 07D,Abrahamsen,1292,Norge,NO,19810707-4282,+47,+4714733403,1981-07-07,True
Kerstin,Andersson,Ängsstigen 16,Uppsala,46710,Sverige,SE,20001110-1777,+46,0260-784 28,2000-11-10,True
Whitney,Howard,Lee Union 425,North Marioborough,24091,Danmark,DK,19950310-4237,+45,4819005866,1995-03-10,True
Maria,Amundsen,Nilsenfaret 30A,Næss,0844,Norge,NO,19580101-8042,+47,+47 16 76 24 01,1958-01-01,True
Tilda,Karlsson,Grangatan 307,Kalmar,58774,Sverige,SE,19651030-7337,+46,+46 (0)86 18 07 15,1965-10-30,True
Åke,Lindgren,Granstigen 1,Göteborg,58198,Sverige,SE,19790325-9226,+46,08-067 29 30,1979-03-25,True
Anna,Persson,Skogsgatan 089,Uppsala,39222,Sverige,SE,19780213-7248,+46,0536-281 04,1978-02-13,True
Åsa,Johansson,Storstigen 8,Motala,80138,Sverige,SE,19931231-6064,+46,0482-18 43 94,1993-12-31,True
Mathias,Engen,Danielsenplassen 4E,Andreassen,1376,Norge,NO,19510430-0945,+47,43522064,1951-04-30,True
Lisa,Johnson,Thompson Spur 838,Port Pamelaberg,99433,Danmark,DK,19780630-3814,+45,678.697.3424,1978-06-30,False
Egon,Omar,Kyrkovägen 12,Trelleborg,63680,Sverige,SE,19920315-7675,+46,031-63 20 63,1992-03-15,True
Lars,Håkansson,Skolgatan 769,Sundsvall,85979,Sverige,SE,19400302-9725,+46,+46 (0)06 18 71 49,1940-03-02,True
Kristine,Lund,Alitjernet 18,Berge,6894,Norge,NO,19631130-9375,+47,+47 09 79 85 79,1963-11-30,True
Simen,Solberg,Sætheralléen 8,Alfbø,3911,Norge,NO,19940222-0697,+47,+4766678077,1994-02-22,True
Phillip,Morris,Cole Ports 114,North Johnport,63166,Danmark,DK,19490924-6255,+45,5066143213,1949-09-24,True
Emma,Olausson,Villagatan 7,Lidköping,94812,Sverige,SE,19610204-0715,+46,08-612 204 80,1961-02-04,True
Ann-Marie,Jonsson,Villavägen 293,Varberg,81061,Sverige,SE,19950730-4423,+46,084-440 61 41,1995-07-30,True
Joseph,Johansson,Backvägen 12,Falun,38823,Sverige,SE,19430113-6689,+46,0111-13 14 28,1943-01-13,True
Teresa,Miranda,Strickland Stream 54594,South Danielmouth,03136,Danmark,DK,19531208-0841,+45,+1-469-258-1733,1953-12-08,True
Olof,Fransson,Järnvägsgränd 94,Kristianstad,64993,Sverige,SE,19561015-6677,+46,+46 (0)040 921 84,1956-10-15,True
Sean,Beck,Ross Turnpike 55564,East Laurenport,59057,Danmark,DK,19710623-2092,+45,+1-204-920-3499x6355,1971-06-23,True
Mehmet,Gunnarsson,Kyrkvägen 081,Nyköping,45632,Sverige,SE,19500626-0575,+46,049-269 82 39,1950-06-26,True
Sandra,Abdullah,Backgatan 7,Norrköping,18555,Sverige,SE,19650518-8190,+46,+46 (0)8 803 298 10,1965-05-18,True
Helena,Adolfsson,Kyrkgatan 49,Ängelholm,89311,Sverige,SE,19790522-6108,+46,+46 (0)8 104 896 79,1979-05-22,True
Karin,Svensson,Backgatan 57,Västerås,88115,Sverige,SE,20000313-4652,+46,08-317 104 55,2000-03-13,True
Olle,Larsson,Kyrkgränd 5,Trelleborg,19709,Sverige,SE,19860904-3236,+46,+46 (0)087 176 77,1986-09-04,True
Eli,Bakke,Sandvikrøa 214,Ruthfjell,6491,Norge,NO,19501005-3480,+47,485 55 612,1950-10-05,True
Göran,Andersson,Skolgatan 5,Göteborg,14726,Sverige,SE,19771009-9823,+46,08-099 218 24,1977-10-09,True
Anne,Bakke,Johannessenplassen 441,Næss,8991,Norge,NO,19970402-1342,+47,32028375,1997-04-02,True
Turid,Bakke,Fredriksenvollen 2,Berge,3263,Norge,NO,19970808-2570,+47,42927635,1997-08-08,True
Kalevi,Leinonen,Agricolanpolku 59,Kotka,90519,Finland,FI,19850603-414V,+358,+358 23 8072812,1985-06-03,True
Deborah,Willis,Todd Via 5511,East Timothy,88696,Danmark,DK,19920803-8366,+45,001-877-229-1419,1992-08-03,True
Sean,Thompson,Karen Avenue 789,Burtonside,50864,Danmark,DK,19761201-5292,+45,393-331-2443,1976-12-01,True
Bo,Ohlsson,Backvägen 696,Nyköping,44030,Sverige,SE,19440404-7974,+46,+46 (0)248 840 83,1944-04-04,True
Åke,Larsson,Bäckstigen 258,Västerås,36975,Sverige,SE,19861202-2312,+46,064-95 73 88,1986-12-02,True
Sissel,Lie,Solbergberget 3,Jennystad,8389,Norge,NO,19840729-5459,+47,01 26 42 24,1984-07-29,True
Sofie,Johannessen,Johansensvingen 9,Stiannes,6453,Norge,NO,19630921-9476,+47,89027861,1963-09-21,True
Nicole,Warren,Brown Turnpike 36522,Joshuabury,25402,Danmark,DK,19701211-5367,+45,001-671-438-7746x0377,1970-12-11,True
August,Karlsson,Gengatan 1,Örnsköldsvik,71993,Sverige,SE,19481017-9002,+46,0960-97 46 46,1948-10-17,True
Jodi,Gibson,Samantha Ranch 4637,Waltonstad,49698,Danmark,DK,19800611-4224,+45,771-650-1522,1980-06-11,True
Annelie,Andersson,Parkgränd 361,Lidingö,11071,Sverige,SE,19480318-4360,+46,099-796 05 75,1948-03-18,True
Klas,Olsson,Åkergränd 265,Linköping,80824,Sverige,SE,19990706-4068,+46,08-200 063 25,1999-07-06,True
Sara,Lund,Mikkelsenmarka 81,Johanby,3533,Norge,NO,19520715-0768,+47,+47 59 98 65 31,1952-07-15,True
Michelle,Lewis,Cannon Union 9928,Lake Danielle,04589,Danmark,DK,19920305-6763,+45,+1-517-336-0449x044,1992-03-05,True
Maria,Heinonen,Veropellonkatu 790,Karkkila,86774,Finland,FI,19740315-893R,+358,+358 095412774,1974-03-15,True
Elizabeth,Jones,Frank Turnpike 127,Gatesborough,55115,Danmark,DK,19650331-1218,+45,001-730-953-3311x9982,1965-03-31,True
Steinar,Eriksen,Mathisenberget 87,Monastrøm,6405,Norge,NO,19781103-3389,+47,43927203,1978-11-03,True
Daniel,Bengtsson,Åkertorget 956,Sandviken,29936,Sverige,SE,19411125-0572,46,0955-38 68 97,1941-11-25,True
Felicia,Malm,Backgränd 6,Stockholm,81097,Sverige,SE,19560701-2553,+46,08-77 94 69,1956-07-01,True
Michael,Dahlström,Villagatan 7,Växjö,99239,Sverige,SE,19511115-3241,+46,08-27 63 70,1951-11-15,True
Olav,Jenssen,Iversenengen 11B,Gerdhelle,6963,Norge,NO,19670811-0228,+47,97894682,1967-08-11,True
Sven,Larsson,Skolvägen 442,Lidköping,72816,Sverige,SE,19640109-8061,+46,053-721 74 60,1964-01-09,True
Karl,Larsson,Parkstigen 258,Trelleborg,38586,Sverige,SE,19970415-0955,+46,08-67 07 98,1997-04-15,True
Lene,Ødegård,Iversengrenda 8,Rogerfjell,1794,Norge,NO,20001222-2370,+47,+4749219477,2000-12-22,True
Dag,Abrahamsen,Eriksensvingen 01,Frodeeid,1943,Norge,NO,19480902-3483,+47,94555799,1948-09-02,True
Julie,Brown,Brown Parkways 1385,Port Timothychester,82223,Danmark,DK,19671114-0883,+45,(270)380-6843x97232,1967-11-14,True
Nicklas,Andersson,Gengränd 81,Sundsvall,58403,Sverige,SE,19740222-3326,+46,0877-559 28,1974-02-22,True
Eva,Hosseini,Skolvägen 08,Lidköping,45808,Sverige,SE,19430417-3247,+46,08-306 48 15,1943-04-17,True
Pirjo,Salonen,Haahkatie 75,Raisio,49342,Finland,FI,19990429-316W,+358,034 793 4180,1999-04-29,True
Alexander,Johansson,Skolvägen 877,Falun,92639,Sverige,SE,19610722-8892,+46,+46 (0)380 396 16,1961-07-22,True
Birgitta,Pesonen,Gotlannintie 444,Korsnäs,84791,Finland,FI,19510707-1938,+358,(+358) 204757825,1951-07-07,True
John,Andersson,Björkstigen 62,Linköping,23247,Sverige,SE,19900410-5488,+46,+46 (0)446 011 57,1990-04-10,True
Chad,Rodriguez,Katherine Orchard 2121,Port Thomas,30758,Danmark,DK,19801212-5417,+45,8696266843,1980-12-12,True
Jan-Åke,Gustavsson,Bäckstigen 091,Sandviken,44319,Sverige,SE,19600112-6724,+46,071-38 50 86,1960-01-12,True
Emil,Andersson,Storvägen 1,Örnsköldsvik,52416,Sverige,SE,19600619-3797,+46,+46 (0)8 822 720 70,1960-06-19,True
Helena,Pitkänen,Wallininbulevardi 23,Kauhava,25168,Finland,FI,19521013-4369,+358,+358758397394,1952-10-13,True
Lacey,Harris,White Squares 042,Fostertown,12740,Danmark,DK,19461019-1373,+45,6453651238,1946-10-19,True
Jeffrey,Martinez,Zuniga Ridges 3633,North Steven,85877,Danmark,DK,19450414-4333,+45,700.252.9582x52410,1945-04-14,True
Ola,Berge,Edvardsenengen 6,Haugland,4962,Norge,NO,19790126-8316,+47,22176074,1979-01-26,True
Helen,Lindh,Ringgränd 9,Ängelholm,97369,Sverige,SE,19930103-5705,+46,089-801 81 54,1993-01-03,True
Gro,Berge,Larsentoppen 12,Hegehamn,2322,Norge,NO,19440223-3362,+47,99757584,1944-02-23,True
Carina,Karlsson,Skoltorget 34,Nyköping,31006,Sverige,SE,19740325-5284,+46,+46 (0)92 85 65 98,1974-03-25,True
Benny,Johansson,Trädgårdsgatan 929,Kalmar,38903,Sverige,SE,19540202-1714,+46,08-414 080 37,1954-02-02,True
Andreas,Lunde,Berntsenengen 44,Hansstrøm,9316,Norge,NO,19751123-8313,+47,+47 32 37 87 64,1975-11-23,True
Barbara,Bäckström,Trädgårdstorget 3,Alingsås,88429,Sverige,SE,19650621-6101,+46,096-69 62 19,1965-06-21,True
Suzanne,Smith,Melissa Fords 01937,South Ernest,28025,Danmark,DK,20001226-6755,+45,371.726.4623x82038,2000-12-26,True
Pontus,Nilsson,Storstigen 8,Örebro,78507,Sverige,SE,19650629-3948,+46,0223-798 87,1965-06-29,True
Robert,Gustavsson,Skolvägen 049,Linköping,36180,Sverige,SE,19860705-1079,+47,0731-058 20,1986-07-05,True
Li,Larsson,Järnvägstorget 797,Falun,18439,Sverige,SE,19631222-8620,+46,063-108 03 50,1963-12-22,True
Renee,Murphy,Monica Drives 81266,Brettshire,32360,Danmark,DK,19521029-1864,+45,399.843.6199x704,1952-10-29,True
Maria,Sundqvist,Skolgränd 522,Skellefteå,91184,Sverige,SE,19491113-1168,+46,08-403 623 29,1949-11-13,True
Max,Jonsson,Villastigen 6,Örnsköldsvik,71767,Sverige,SE,19650919-7657,+46,08-840 630 49,1965-09-19,True
Ann,Martinsen,Kristensenkroken 9A,Mikkelsen,6878,Norge,NO,19470511-2494,+47,90692315,1947-05-11,True
Kimberly,Smith,Johnston Union 22363,Kendraville,25391,Danmark,DK,19930605-9130,+46,+1-768-410-0078,1993-06-05,True
Allison,Jones,Booth Port 387,Mcphersonside,18327,Danmark,DK,19670407-5589,+45,001-264-837-9345x125,1967-04-07,True
Marit,Christensen,Brekkemarka 671,Andresen,0022,Norge,NO,19811023-3729,+47,907 30 239,1981-10-23,True
Göran,Jonsson,Fabriksvägen 8,Halmstad,82829,Sverige,SE,19670607-4815,+46,0343-19 78 42,1967-06-07,True
Karen,Brekke,Madsenflata 1F,Næss,2105,Norge,NO,19570211-3068,+47,81694361,1957-02-11,True
Johan,Omar,Fabrikstorget 377,Karlstad,58768,Sverige,SE,19951003-7390,+46,+46 (0)81 93 84 60,1995-10-03,True
Eliisa,Nurmi,Sahaajanbulevardi 59,Ikaalinen,49769,Finland,FI,19720408-2225,+358,+358 194999351,1972-04-08,True
Fredrik,Lindström,Idrottsgatan 09,Alingsås,79253,Sverige,SE,20000925-9395,+46,+46 (0)368 494 40,2000-09-25,False
Maria,Martinsson,Ringvägen 75,Piteå,96100,Sverige,SE,19921125-6522,+46,0453-699 05,1992-11-25,True
Michael,Larsson,Industristigen 5,Piteå,57235,Sverige,SE,19960217-0854,+46,08-54 01 70,1996-02-17,True
Peder,Vesterlund,Björkgränd 817,Gävle,41873,Sverige,SE,19910302-6408,+46,+46 (0)529 234 60,1991-03-02,True
Anders,Björklund,Kyrkogränd 9,Lund,53058,Sverige,SE,19990603-8636,+46,+46 (0)10 74 89 08,1999-06-03,True
Helen,Forsell,Ringstigen 0,Linköping,55499,Sverige,SE,19941202-4959,+46,+46 (0)8 208 275 41,1994-12-02,True
Malin,Andersson,Storvägen 631,Örebro,81618,Sverige,SE,19590916-7104,+46,+46 (0)54 62 59 65,1959-09-16,True
Katrin,Ahmadi,Åkervägen 2,Karlskoga,72027,Sverige,SE,19880912-8527,+46,+46 (0)8 686 583 52,1988-09-12,True
Håkan,Eriksson,Backtorget 643,Skellefteå,33083,Sverige,SE,19500315-8765,+46,08-768 63 16,1950-03-15,True
Adam,Walker,Michaela Coves 28585,Port Alejandroville,94206,Danmark,DK,19470802-5403,+45,001-237-983-4156x1706,1947-08-02,True
Simen,Jenssen,Haugehavna 2,Fredrikodden,9673,Norge,NO,19420706-4609,+47,418 26 869,1942-07-06,True
Ulf,Bergman,Järnvägsvägen 174,Karlskoga,82452,Sverige,SE,19410212-1203,+46,040-87 12 68,1941-02-12,True
Eli,Myhre,Danielsenhagen 1,Strand,9448,Norge,NO,19580116-5627,+47,93048931,1958-01-16,True
Karen,Smith,Garcia Throughway 6380,Port Linda,11087,Danmark,DK,19421209-3190,+45,837-536-3205x36900,1942-12-09,True
Juhani,Taskinen,Niemipolku 212,Perho,65512,Finland,FI,19451124-8253,+358,+358 889819693,1945-11-24,True
